PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
-1.3200508913390896,-0.019426160716051473,-0.34193203486627893,-0.624814651707098,1.0911393138182066,-0.3139488554098168,0.8076217508252159,-1.2812378853570745,2.145810116630338,1.3016480740276026,1.444811570737437,0.04234233651936733
-2.2767780987605932,-0.3776428164778176,-1.4933203731045357,5.6117422481305725,-1.9275528582348975,-5.65520637776879,2.1953094654969982,0.1351477143145719,1.5212661871190727,-1.1971586418409106,-0.3274029052600716,1.507049317782205
-1.0110256725104816,0.01364473463605068,1.1488276454406292,1.3754444293293053,-0.9469553130834452,-0.6449502481781048,-1.2845548105784153,-1.448885937248479,0.4607414119745488,0.6175059746865753,1.3218956994976807,-2.275643041186156
-1.4698744120742209,-0.30670611401441983,-0.7424306167961456,2.374835349578263,-0.6567339579151087,-0.24842703718309897,-2.0558498133994636,-2.4234074906999155,-0.8050701677356857,-0.5068202119645163,1.0822357367606699,-1.6007973370538755
-1.4519722902373848,-1.1719705337727204,-0.8236507955417128,-0.7257925893121624,0.5509224913760341,-1.9345966281788387,-1.9762008966662947,-2.347614553991372,-0.3187054638975172,0.9641331974616115,0.5202835645995912,-0.7776754817940813
0.05300113113751559,-2.6293909276211527,0.2596979538977259,-0.286258830343045,-0.7631341800240699,0.5931540068805268,-1.89516638552424,-0.07813992112526283,-0.1765644394167381,-0.09231257828222512,0.29415574953344087,1.1077590533176924
0.3942711609947674,0.12292152530031336,-1.0369631203127834,0.5738294984354452,0.14074261243015979,0.6956799377876728,-0.23003479035601582,-0.11634437677131095,-0.34538910779267246,-0.4506507515335618,0.01364102137227559,0.5441116468142331
-2.5901249108134694,-1.2995735329116738,1.0846093861825565,1.797646759267387,0.5244941131563489,-0.32451845654722683,-1.429354137943214,-2.277986725418962,-0.43065588670101085,-0.7637837729580498,1.0509341513007937,-0.5849525394243419
0.08427094231738295,0.7510926337520201,0.33192859821903364,0.6270293673472064,-1.580847182961427,0.2617374015475031,-1.1131629049025158,0.1540170821185187,-0.7044621584966992,-0.1308648391275122,0.14017281618906952,-1.138925864276499
-0.49955248190565904,0.1137754667184696,1.691537703275627,-0.824789572066667,0.5109719167888891,0.07632129689595811,0.6092321995835295,-0.10405017669371128,0.6020758160929083,-0.08081040230102846,-0.3867040723700451,0.43501195928049685
-0.39675411587915965,1.382828285090802,1.2983653194238873,1.404383385418698,-0.6853364287285744,0.5779311317055936,1.0576794942306336,1.3508065430787808,-1.3449650397864765,1.494612239810477,0.0453259827482854,-1.0130810675889352
-2.3417805874527455,0.21462905548092118,-0.6440652306278132,1.429529865776186,-0.4140315981223752,-0.5176076996613225,-0.2926449168821151,2.9360786586330394,1.536503743362642,0.1995651429753795,-2.2216835323035293,-0.5076422361531697
-2.0136310622834963,-0.4065484338737989,0.1336780567047778,2.691775342782584,0.8251768475951274,-0.35786552579236075,-1.389698196040198,-1.9593370463380886,-0.767767571774739,0.24642134574198446,1.1711363249847992,-0.02973234804158695
0.9782128594491335,-2.345527069761999,0.8906597585672534,1.0155227756211263,-1.744488867961055,0.393204418287474,-2.107123682446762,1.0239690243412156,-1.1868429418228161,-0.5505476673055525,1.608315700341473,-0.7427606114884474
-0.4490818556234703,-0.05240106911904752,-0.16973826386218777,-1.537895921119271,0.05297690814553302,-1.0063719550891286,0.01869790335691449,0.18289041895657748,-1.470237604171324,-0.823247339020324,-0.41022493468874366,-1.7602992879434594
-3.948662267263407,-0.4981167752383534,-2.124362138629541,3.1446698127843047,-0.03061670295490663,-0.20660531020952566,1.0267929601172792,1.9244445631843847,1.3066078262468779,1.8793661677574167,-1.7305421760764799,-2.311874437495415
0.4482172113813008,-0.9515515653220882,0.008983739024873379,-1.7139010916139417,0.14408430967272728,-1.2273130702535748,-0.7395960555270487,-0.8740790415591392,-0.9431489894412828,-0.6466527569962535,-1.2514512708815846,-1.1642363925706727
0.4521144406188104,-2.2042618106904457,-1.3691069769684605,-1.7484438045389075,1.371751663815724,-0.7701686459738125,-0.7542481670852752,0.3687493225276175,-0.8805754356782027,0.12374124019788889,0.5049443136508939,1.5492711575866918
